--------- beginning of main
01-05 17:54:03.420   245   245 I auditd  : type=1403 audit(0.0:2): policy loaded auid=4294967295 ses=4294967295
01-05 17:54:42.863  1014  1060 D NetworkPolicy: no need to update restrict data rules for uid 10010
01-05 17:54:42.863  1014  1060 W PackageManager: checkUidPermission(): android.permission.INTERNET of 10010 is denied.
01-05 17:54:42.863  1014  1060 D NetworkPolicy: no need to update restrict power rules for uid 10010
01-05 17:54:42.863  1014  1060 V NetworkStats: setKernelCounterSet uid=10010 set=0
01-05 17:54:42.864  1014  1191 V ActivityManager: Broadcast: Intent { act=android.intent.action.CLOSE_SYSTEM_DIALOGS flg=0x50000010 (has extras) } ordered=false userid=-1 callerApp=null
01-05 17:54:42.872  1014  1293 D AudioSystem: getIoDescriptor: ioHandle = 21, index = -2, mIoDescriptors = 0x7db0513250
01-05 17:54:42.872   474   753 D AudioMixer: getTrackName, n 2 start init
01-05 17:54:42.873  1742  1742 V PhoneWindow: DecorView setVisiblity: visibility = 4, Parent = ViewRoot{83bbef0 com.android.launcher3/com.android.launcher3.Launcher,ident = 0}, this = DecorView@f54581b[Launcher]
01-05 17:54:42.874  1742  1742 D Launcher3: Launcher, Close system dialogs: reason = recentapps
01-05 17:54:42.877  1742  1857 D Surface : Surface::disconnect(this=0x7db6e54e00,api=1)
01-05 17:54:42.877   280   299 I BufferQueueProducer: [com.android.launcher3/com.android.launcher3.Launcher](this:0x7cf08d0000,id:16,api:1,p:-1,c:280) disconnect(P): api 1
01-05 17:54:42.877   280   299 D GraphicBuffer: free, handle(0x7ceb1bde40) (w:720 h:1280 s:720 f:0x1 u:0x000b00)
01-05 17:54:42.877   280   299 I [MALI][Gralloc]: [-]hnd(0x7ceb1bde40), client(23), share_fd(43)
01-05 17:54:42.878   280   299 I BufferQueueConsumer: [com.android.launcher3/com.android.launcher3.Launcher](this:0x7cf08d0000,id:16,api:1,p:-1,c:280) getReleasedBuffers: returning mask 0xffffffffffffffff
01-05 17:54:42.878   280   299 D GraphicBuffer: free, handle(0x7ceb1bdfc0) (w:720 h:1280 s:720 f:0x1 u:0x000b00)
01-05 17:54:42.878   280   299 I [MALI][Gralloc]: [-]hnd(0x7ceb1bdfc0), client(23), share_fd(58)
01-05 17:54:42.880  1742  1857 D GraphicBuffer: unregister, handle(0x7d9b54e4c0) (w:720 h:1280 s:720 f:0x1 u:0x000b00)
01-05 17:54:42.880  1742  1857 D GraphicBuffer: unregister, handle(0x7d9ae1cc40) (w:720 h:1280 s:720 f:0x1 u:0x000b00)
01-05 17:54:42.881  1742  1857 D GraphicBuffer: unregister, handle(0x7d9af73980) (w:720 h:1280 s:720 f:0x1 u:0x000b00)
01-05 17:54:42.881  1742  1857 D Surface : Surface::disconnect(this=0x7db6e54e00,api=1)
01-05 17:54:42.882   280   299 I BufferQueueProducer: [com.android.launcher3/com.android.launcher3.Launcher](this:0x7cf08d0000,id:16,api:1,p:-1,c:280) disconnect(P): api 1
01-05 17:54:42.884  1014  1030 W PackageManager: checkUidPermission(): android.permission.STATUS_BAR of 10010 is denied.
01-05 17:54:42.885  1014  1030 V WindowManager: Looking for focus: 5 = Window{f40c197 u0 StatusBar}, flags=-2122055608, canReceive=false
01-05 17:54:42.885  1014  1030 V WindowManager: findFocusedWindow: No focusable windows.
01-05 17:54:42.902  1014  1140 D PerfServiceManager: [PerfService] MESSAGE_TIMEOUT:106 
01-05 17:54:42.918   474   754 D AudioTrackShared: this(0xe84d2cc0), mCblk(0xe6b83000), front(3), mIsOut 1, setStreamEndDone() FUTEX_WAKE
01-05 17:54:42.924  1166  1166 V PhoneWindow: DecorView setVisiblity: visibility = 4, Parent = null, this = DecorView@cce564e[]
01-05 17:54:42.925  1166  1189 I art     : Enter while loop.
01-05 17:54:42.926  1166  1166 D WindowClient: Add to mViews: DecorView@cce564e[RecentsActivity], this = android.view.WindowManagerGlobal@d85e675
01-05 17:54:42.928  1166  1396 D OpenGLRenderer: CanvasContext() 0x7db077f000
01-05 17:54:42.929  1166  1166 D ViewRootImpl[RecentsActivity]: hardware acceleration is enabled, this = ViewRoot{badb257 com.android.systemui/com.android.systemui.recents.RecentsActivity,ident = 4}
01-05 17:54:42.933  1166  1166 V PhoneWindow: DecorView setVisiblity: visibility = 0, Parent = ViewRoot{badb257 com.android.systemui/com.android.systemui.recents.RecentsActivity,ident = 4}, this = DecorView@cce564e[RecentsActivity]
01-05 17:54:42.935  1166  1166 V PhoneStatusBar: onReceive: Intent { act=android.intent.action.CLOSE_SYSTEM_DIALOGS flg=0x50000010 (has extras) }
01-05 17:54:42.935   474   754 V AudioPolicyIntefaceImpl: StopOutputSamplerate()
01-05 17:54:42.935   474   754 D AudioPolicyService: AudioCommandThread() adding stopOutputSamplerateCommand 21
01-05 17:54:42.935   474   754 V AudioPolicyIntefaceImpl: releaseOutput()
01-05 17:54:42.936   474   754 V AudioPolicyService: AudioCommandThread() adding release output 21
01-05 17:54:42.936   474   571 V AudioPolicyService: AudioCommandThread() processing stopoutputsamplerate 21
01-05 17:54:42.936   474   571 V AudioPolicyIntefaceImpl: doStopOutputSamplerate from tid 571
01-05 17:54:42.936   474   754 D AudioFlinger: delete track(0xe8027300): mTrackCount(0)
01-05 17:54:42.936   474   571 D APM_AudioPolicyManager: StopOutputSampletate -output = 21 -stream = 1 session = 33 -samplerate=48000 mPrimaryOutput = 13
01-05 17:54:42.936   474   571 V APM_AudioPolicyManager: stopOutput() output 21, stream 1, session 33
01-05 17:54:42.936   474   571 V APM::AudioOutputDescriptor: changeRefCount() stream 1, count 1
01-05 17:54:42.936   474   571 V AudioPolicyService: AudioCommandThread() processing release output 21
01-05 17:54:42.936   474   571 V AudioPolicyIntefaceImpl: doReleaseOutput from tid 571
01-05 17:54:42.936   474   571 V APM_AudioPolicyManager: releaseOutput() 21
01-05 17:54:42.945  1014  2182 D AudioTrack: AudioTrackThread::pauseInternal: ns = 29331179
01-05 17:54:42.957  1166  1166 D BMW     : onFinishInflate, ssp.hasDockedTask() = false
01-05 17:54:42.961  1166  1166 D BMW     : onFinishInflate, ssp.hasDockedTask() = false
01-05 17:54:42.963   474   753 E AudioFlinger: getNextBuffer, track(0xe6b25000) get null buffer, mState 6, mFillingUpStatus 2
01-05 17:54:42.967   280   280 I BufferQueue: [unnamed-280-17](this:0x7ceb07b800,id:17,api:0,p:-1,c:-1) BufferQueue core=(280:/system/bin/surfaceflinger)
01-05 17:54:42.967   280   280 I BufferQueueConsumer: [unnamed-280-17](this:0x7ceb07b800,id:17,api:0,p:-1,c:280) connect(C): consumer=(280:/system/bin/surfaceflinger) controlledByApp=false
01-05 17:54:42.967   280   280 I BufferQueueConsumer: [unnamed-280-17](this:0x7ceb07b800,id:17,api:0,p:-1,c:280) setConsumerName: unnamed-280-17
01-05 17:54:42.968   280   280 I BufferQueueConsumer: [com.android.systemui/com.android.systemui.recents.RecentsActivity](this:0x7ceb07b800,id:17,api:0,p:-1,c:280) setConsumerName: com.android.systemui/com.android.systemui.recents.RecentsActivity
01-05 17:54:42.968   280   280 I BufferQueueProducer: [](this:0x7ceb07b800,id:17,api:0,p:-1,c:280) setMaxDequeuedBufferCount: maxDequeuedBuffers = 2
01-05 17:54:42.968   280   280 I BufferQueueConsumer: [com.android.systemui/com.android.systemui.recents.RecentsActivity](this:0x7ceb07b800,id:17,api:0,p:-1,c:280) setDefaultBufferSize: width=1 height=1
01-05 17:54:42.970  1014  1030 V WindowManager: Looking for focus: 6 = Window{f40c197 u0 StatusBar}, flags=-2122055608, canReceive=false
01-05 17:54:42.970  1014  1030 V WindowManager: Changing focus from null to Window{14a12c9 u0 com.android.systemui/com.android.systemui.recents.RecentsActivity} Callers=com.android.server.wm.WindowManagerService.relayoutWindow:3105 com.android.server.wm.Session.relayout:227 android.view.IWindowSession$Stub.onTransact:286 com.android.server.wm.Session.onTransact:148 
01-05 17:54:42.971  1014  1030 D WindowManager: Input focus has changed to Window{14a12c9 u0 com.android.systemui/com.android.systemui.recents.RecentsActivity}
01-05 17:54:42.974  1014  2182 D AudioTrack: AudioTrackThread::pauseInternal: ns = 9223372036854775807
01-05 17:54:42.974  1014  1193 D AudioTrack: stop(): 0x7d976c7380, mState = 0
01-05 17:54:42.974  1014  1193 D AudioTrackShared: this(0x7d98bfaa00), mCblk(0x7d96e000e0), front(3), mIsOut 1, interrupt() FUTEX_WAKE
01-05 17:54:42.975  1014  1193 D AudioTrack: AudioTrackThread::pause
01-05 17:54:42.975  1014  1193 D AudioTrackCenter: setTrackActive, trackId: 0x7d96e000e0, active: 0
01-05 17:54:42.975  1014  1193 D AudioTrack: audiotrack 0x7d976c7380 stop done
01-05 17:54:42.983  1166  1189 I art     : Enter while loop.
01-05 17:54:42.983   280   280 I BufferQueueConsumer: [com.android.systemui/com.android.systemui.recents.RecentsActivity](this:0x7ceb07b800,id:17,api:0,p:-1,c:280) setDefaultBufferSize: width=1280 height=720
01-05 17:54:42.989  1166  1166 D Surface : Surface::allocateBuffers(this=0x7db6e59400)
01-05 17:54:42.990   280  1769 I [MALI][Gralloc]: [+]hnd(0x7ceb19ec00), client(23), share_fd(52), hnd->flags:4
01-05 17:54:42.990   280  1769 D GraphicBuffer: alloc, handle(0x7ceb19ec00) (w:1280 h:720 s:1280 f:0x1 u:0x000900) err(0)
01-05 17:54:42.991  1166  1396 D OpenGLRenderer: CanvasContext() 0x7db077f000 initialize window=0x7db6e59400, title=com.android.systemui/com.android.systemui.recents.RecentsActivity
01-05 17:54:42.991  1166  1396 D Surface : Surface::connect(this=0x7db6e59400,api=1)
01-05 17:54:42.992   280  1769 I [MALI][Gralloc]: [+]hnd(0x7ceb19f440), client(23), share_fd(43), hnd->flags:4
01-05 17:54:42.992   280  1769 D GraphicBuffer: alloc, handle(0x7ceb19f440) (w:1280 h:720 s:1280 f:0x1 u:0x000900) err(0)
01-05 17:54:42.992   280   299 I BufferQueueProducer: [com.android.systemui/com.android.systemui.recents.RecentsActivity](this:0x7ceb07b800,id:17,api:1,p:1166,c:280) connect(P): api=1 producer=(1166:com.android.systemui) producerControlledByApp=true
01-05 17:54:42.992  1166  1396 W libEGL  : [ANDROID_RECORDABLE] format: 1
01-05 17:54:42.993   280  1769 I [MALI][Gralloc]: [+]hnd(0x7ceb19f980), client(23), share_fd(56), hnd->flags:4
01-05 17:54:42.993   280  1769 D GraphicBuffer: alloc, handle(0x7ceb19f980) (w:1280 h:720 s:1280 f:0x1 u:0x000900) err(0)
01-05 17:54:42.994  1166  1396 D mali_winsys: EGLint new_window_surface(egl_winsys_display*, void*, EGLSurface, EGLConfig, egl_winsys_surface**, egl_color_buffer_format*, EGLBoolean) returns 0x3000
01-05 17:54:42.996  1166  1166 D BMW     : onFinishInflate, ssp.hasDockedTask() = false
01-05 17:54:42.997  1166  1166 D BMW     : onFinishInflate, ssp.hasDockedTask() = false
01-05 17:54:42.998  1166  1166 D BMW     : onFinishInflate, ssp.hasDockedTask() = false
01-05 17:54:43.004   280   302 I BufferQueueProducer: [com.android.systemui/com.android.systemui.recents.RecentsActivity](this:0x7ceb07b800,id:17,api:1,p:1166,c:280) new GraphicBuffer needed
01-05 17:54:43.004   280   302 D GraphicBuffer: free, handle(0x7ceb19f980) (w:1280 h:720 s:1280 f:0x1 u:0x000900)
01-05 17:54:43.004   280   302 I [MALI][Gralloc]: [-]hnd(0x7ceb19f980), client(23), share_fd(56)
01-05 17:54:43.005   280   302 I [MALI][Gralloc]: [+]hnd(0x7ceb19f980), client(23), share_fd(56), hnd->flags:4
01-05 17:54:43.005   280   302 D GraphicBuffer: alloc, handle(0x7ceb19f980) (w:720 h:1280 s:720 f:0x1 u:0x000b00) err(0)
01-05 17:54:43.006  1166  1396 D GraphicBuffer: register, handle(0x7d984bce00) (w:720 h:1280 s:720 f:0x1 u:0x000b00)
01-05 17:54:43.010   280   302 I BufferQueueProducer: [com.android.systemui/com.android.systemui.recents.RecentsActivity](this:0x7ceb07b800,id:17,api:1,p:1166,c:280) new GraphicBuffer needed
01-05 17:54:43.010   280   302 D GraphicBuffer: free, handle(0x7ceb19f440) (w:1280 h:720 s:1280 f:0x1 u:0x000900)
01-05 17:54:43.010   280   302 I [MALI][Gralloc]: [-]hnd(0x7ceb19f440), client(23), share_fd(43)
01-05 17:54:43.011   280   302 I [MALI][Gralloc]: [+]hnd(0x7ceb19f440), client(23), share_fd(43), hnd->flags:4
01-05 17:54:43.012   280   302 D GraphicBuffer: alloc, handle(0x7ceb19f440) (w:720 h:1280 s:720 f:0x1 u:0x000b00) err(0)
01-05 17:54:43.013  1166  1396 D GraphicBuffer: register, handle(0x7d98fb8cc0) (w:720 h:1280 s:720 f:0x1 u:0x000b00)
01-05 17:54:43.018  1166  1166 V InputMethodManager: onWindowFocus: null softInputMode=288 first=true flags=#81910100
01-05 17:54:43.021  1014  1074 V WindowManager: Looking for focus: 6 = Window{f40c197 u0 StatusBar}, flags=-2122055608, canReceive=false
01-05 17:54:43.022  1014  1074 V WindowManager: Looking for focus: 6 = Window{f40c197 u0 StatusBar}, flags=-2122055608, canReceive=false
01-05 17:54:43.028  1014  1074 I WindowManager: Destroying surface Surface(name=com.android.launcher3/com.android.launcher3.Launcher) called by com.android.server.wm.WindowStateAnimator.destroySurface:2137 com.android.server.wm.WindowStateAnimator.destroySurfaceLocked:948 com.android.server.wm.WindowState.destroyOrSaveSurface:2103 com.android.server.wm.AppWindowToken.destroySurfaces:363 com.android.server.wm.WindowStateAnimator.finishExit:586 com.android.server.wm.WindowStateAnimator.stepAnimationLocked:512 com.android.server.wm.WindowAnimator.updateWindowsLocked:307 com.android.server.wm.WindowAnimator.animateLocked:708 
01-05 17:54:43.028   474   754 D AudioTrackShared: this(0xe78073c0), mCblk(0xe6b830e0), front(3), mIsOut 1, setStreamEndDone() FUTEX_WAKE
01-05 17:54:43.031  1014  1074 I ActivityManager: Displayed com.android.systemui/.recents.RecentsActivity: +181ms
01-05 17:54:43.032  1014  1140 I libPerfService: 2: set: 3
01-05 17:54:43.032  1014  1140 I libPerfService: 2: set freq: 819000
01-05 17:54:43.038   280   280 I BufferQueueConsumer: [com.android.launcher3/com.android.launcher3.Launcher](this:0x7cf08d0000,id:16,api:1,p:-1,c:-1) disconnect(C)
01-05 17:54:43.039   280   280 D GraphicBuffer: free, handle(0x7ceb1bdf00) (w:720 h:1280 s:720 f:0x1 u:0x000b00)
01-05 17:54:43.039   280   280 I [MALI][Gralloc]: [-]hnd(0x7ceb1bdf00), client(23), share_fd(66)
01-05 17:54:43.039   280   280 I BufferQueue: [com.android.launcher3/com.android.launcher3.Launcher](this:0x7cf08d0000,id:16,api:1,p:-1,c:-1) ~BufferQueueCore
01-05 17:54:43.041  1014  1293 W PackageManager: checkUidPermission(): android.permission.STATUS_BAR of 10010 is denied.
01-05 17:54:43.041  1014  1293 V WindowManager: Looking for focus: 6 = Window{f40c197 u0 StatusBar}, flags=-2122055608, canReceive=false
01-05 17:54:43.045   474   754 V AudioPolicyIntefaceImpl: StopOutputSamplerate()
01-05 17:54:43.045   474   754 D AudioPolicyService: AudioCommandThread() adding stopOutputSamplerateCommand 21
01-05 17:54:43.046   474   754 D AudioFlinger_Threads: 0xe799f540:threadLoop_write write muted data to hw, mixerStatus 0 start
01-05 17:54:43.046   474   571 V AudioPolicyService: AudioCommandThread() processing stopoutputsamplerate 21
01-05 17:54:43.046   474   571 V AudioPolicyIntefaceImpl: doStopOutputSamplerate from tid 571
01-05 17:54:43.046   474   571 D APM_AudioPolicyManager: StopOutputSampletate -output = 21 -stream = 1 session = 33 -samplerate=48000 mPrimaryOutput = 13
01-05 17:54:43.046   474   571 V AudioPolicyService: AudioCommandThread() adding set parameter string FM_DIRECT_CONTROL=1, io 13 ,delay 0
01-05 17:54:43.046   474   570 V AudioPolicyService: AudioCommandThread() processing set parameters string FM_DIRECT_CONTROL=1, io 13
01-05 17:54:43.046   474   570 D AudioSystem: +setParameters(): FM_DIRECT_CONTROL=1 
01-05 17:54:43.046   474   751 D AudioALSAStreamOut: +setParameters(): FM_DIRECT_CONTROL=1
01-05 17:54:43.046   474   751 D AudioALSAStreamOut: -setParameters(): FM_DIRECT_CONTROL=1 
01-05 17:54:43.046   474   570 D AudioSystem: -setParameters(): FM_DIRECT_CONTROL=1 
01-05 17:54:43.046   474   571 V APM_AudioPolicyManager: stopOutput() output 21, stream 1, session 33
01-05 17:54:43.046   474   571 V APM::AudioOutputDescriptor: changeRefCount() stream 1, count 0
01-05 17:54:43.046   474   571 V APM_AudioPolicyManager: getNewOutputDevice() selected device 0
01-05 17:54:43.046   474   571 V APM_AudioPolicyManager: setOutputDevice() mIoHandle 21 device 0000(0002)(000f) delayMs 114 force 0 size 2
01-05 17:54:43.047   474   571 V APM_AudioPolicyManager: setOutputDevice() setting same device 0x0000 or null device
01-05 17:54:43.047   474   571 V APM_AudioPolicyManager: getNewOutputDevice() selected device 0
01-05 17:54:43.060  1166  1396 D OpenGLRenderer: ProgramCache.generateProgram: 8830452760579
01-05 17:54:43.063   280  1769 I BufferQueueProducer: [com.android.systemui/com.android.systemui.recents.RecentsActivity](this:0x7ceb07b800,id:17,api:1,p:1166,c:280) new GraphicBuffer needed
01-05 17:54:43.063   280  1769 D GraphicBuffer: free, handle(0x7ceb19ec00) (w:1280 h:720 s:1280 f:0x1 u:0x000900)
01-05 17:54:43.063   280  1769 I [MALI][Gralloc]: [-]hnd(0x7ceb19ec00), client(23), share_fd(52)
01-05 17:54:43.064   280  1769 I [MALI][Gralloc]: [+]hnd(0x7ceb19ec00), client(23), share_fd(49), hnd->flags:4
01-05 17:54:43.064   280  1769 D GraphicBuffer: alloc, handle(0x7ceb19ec00) (w:720 h:1280 s:720 f:0x1 u:0x000b00) err(0)
01-05 17:54:43.065  1166  1396 D GraphicBuffer: register, handle(0x7db07fb840) (w:720 h:1280 s:720 f:0x1 u:0x000b00)
01-05 17:54:43.077  1014  1294 D PowerManagerNotifier: onWakeLockReleased: flags=1, tag="*launch*", packageName=android, ownerUid=1000, ownerPid=1014, workSource=WorkSource{10018}
01-05 17:54:43.104  1166  1396 D OpenGLRenderer: ProgramCache.generateProgram: 240518168576
01-05 17:54:43.106  1166  1396 D OpenGLRenderer: ProgramCache.generateProgram: 103092846660
01-05 17:54:43.107  1166  1396 D OpenGLRenderer: ProgramCache.generateProgram: 34359738369
01-05 17:54:43.186  1166  1396 D OpenGLRenderer: ProgramCache.generateProgram: 68733108292
01-05 17:54:43.187  1166  1396 D OpenGLRenderer: ProgramCache.generateProgram: 68719476736
01-05 17:54:43.306  1014  1104 D PowerManagerNotifier: onUserActivity: event=0, uid=1000
01-05 17:54:43.474  1622  1636 D GasService: FG app changed: from com.android.launcher3 to com.android.systemui
01-05 17:54:43.575  1014  1140 D PerfServiceManager: [PerfService] MESSAGE_TIMEOUT:107 
01-05 17:54:43.576  1014  1140 I libPerfService: 7: set: 1
01-05 17:54:43.576  1014  1140 I libPerfService: 7: set freq: 0
01-05 17:54:43.576  1014  1140 D PerfServiceManager: [PerfService] set utilization:0.8 
01-05 17:54:43.605  1014  1487 V ActivityManager: Broadcast sticky: Intent { act=android.intent.action.SIG_STR flg=0x20000010 (has extras) } ordered=false userid=-1 callerApp=ProcessRecord{d4fc694 1014:system/1000}
01-05 17:54:43.834  1014  1104 D PowerManagerNotifier: onUserActivity: event=0, uid=1000
01-05 17:54:44.236   273   273 I wmt_launcher: fw log ctrl flag has been set
01-05 17:54:44.236   273   273 I wmt_launcher: fw dynamic ctrl flag has been set
01-05 17:54:44.356  1014  1104 D PowerManagerNotifier: onUserActivity: event=0, uid=1000
01-05 17:54:44.860  1014  1104 D PowerManagerNotifier: onUserActivity: event=0, uid=1000
01-05 17:54:44.887   484   484 I sn      : Retry 3
01-05 17:54:44.887   484   484 I sn      : Fail to access err=2
01-05 17:54:44.887   484   484 I sn      : Fail to access err=2
01-05 17:54:44.888   484   484 I sn      : Fail to access err=2
01-05 17:54:44.888   484   484 I sn      : Check all possible paths
01-05 17:54:45.265  1933  1956 I ATCIJ   : Couldn't find 'atci-serv-fw' socket; retrying after timeout
01-05 17:54:45.363  1014  1104 D PowerManagerNotifier: onUserActivity: event=0, uid=1000
01-05 17:54:45.374  1014  1105 D InputReader: AP_PROF:AppLaunch_dispatchPtr:Down:47205, ID:0, Index:-1335164992
01-05 17:54:45.374  1014  1105 I PerfService: PerfServiceNative_boostEnableAsync:6
01-05 17:54:45.376  1014  1140 I libPerfService: 6: set freq: 819000
01-05 17:54:45.377  1014  1140 I libPerfService: 6: set: 3
01-05 17:54:45.381  1014  1104 D PowerManagerNotifier: onUserActivity: event=2, uid=1000
01-05 17:54:45.448  1014  1105 D InputReader: AP_PROF:AppLaunch_dispatchPtr:Up:47279, ID:0, Index:-1335161600
01-05 17:54:45.448  1014  1105 I PerfService: PerfServiceNative_boostEnableTimeoutMsAsync:6, 100
01-05 17:54:45.549  1014  1140 D PerfServiceManager: [PerfService] MESSAGE_TIMEOUT:106 
01-05 17:54:45.550  1014  1140 I libPerfService: 6: set: 1
01-05 17:54:45.550  1014  1140 I libPerfService: 6: set freq: 0
01-05 17:54:45.836   474   751 D AudioFlinger_Threads: thread 0xe7b09c00 type 0 TID 751 going to sleep
01-05 17:54:45.836  1014  1191 D PowerManagerNotifier: onWakeLockReleased: flags=1, tag="AudioMix", packageName=audioserver, ownerUid=1041, ownerPid=0, workSource=null
01-05 17:54:45.864  1014  1104 D PowerManagerNotifier: onUserActivity: event=0, uid=1000
01-05 17:54:46.009   474   754 D AudioALSAStreamOut: standby()
01-05 17:54:46.009   474   754 D AudioALSAStreamOut: close(), flags 4
01-05 17:54:46.009   474   754 D AudioALSAPlaybackHandlerFast: +close()
01-05 17:54:46.010   474   754 D AudioVoiceUIDL: [SetInputStandBy] ReadRefFromRing to exit? (0) 
01-05 17:54:46.010   474   754 D AudioALSAHardwareResourceManager: +stopOutputDevice(), mOutputDevices = 0x2, mStartOutputDevicesCount = 1
01-05 17:54:46.010   474   754 D AudioALSAHardwareResourceManager: tongjun CloseSpeakerPath(), mUsing_extamp_hp=no
01-05 17:54:46.010   474   754 D AudioALSAHardwareResourceManager: CloseSpeakerPath(), AUDIO_DEVICE_OUT_SPEAKER
01-05 17:54:46.010   474   754 D AudioALSADeviceConfigManager: GetDeviceDescriptorbyname
01-05 17:54:46.010   474   754 D AudioALSADeviceConfigManager: CheckDeviceExist exist devicename = speaker_output
01-05 17:54:46.010   474   754 D AudioALSADeviceConfigManager: ApplyDeviceTurnoffSequenceByName() DeviceName = speaker_output descriptor->DeviceStatusCounte = 1
01-05 17:54:46.010   474   754 D AudioALSADeviceConfigManager: cltname = Speaker_Amp_Switch cltvalue = Off
01-05 17:54:46.011   474   754 D AudioALSADriverUtility: GetPropertyValue key = af.resouce.extdac_support value = 0
01-05 17:54:46.011   474   754 D AudioALSAHardwareResourceManager: -stopOutputDevice(), mOutputDevices = 0x0, mStartOutputDevicesCount = 0
01-05 17:54:46.011   474   754 D AudioALSAPlaybackHandlerBase: +closePcmDriver(), mPcm = 0xe84b2700
01-05 17:54:46.012   474   754 D AudioALSAPlaybackHandlerBase: -closePcmDriver(), mPcm = 0x0
01-05 17:54:46.012   474   754 D AudioALSAPlaybackHandlerFast: SetLowJitterMode() bEanble = 0 SampleRate = 48000
01-05 17:54:46.012   474   754 D AudioALSADriverUtility: GetPropertyValue key = af.resouce.extdac_support value = 0
01-05 17:54:46.012   474   754 D AudioALSAPlaybackHandlerFast: SetLowJitterMode(), bEanble = 0
01-05 17:54:46.012   474   754 D AudioALSAPlaybackHandlerBase: DeinitDataPending
01-05 17:54:46.012   474   754 D AudioALSAPlaybackHandlerBase: delete mdataPendingTempBuffer
01-05 17:54:46.012   474   754 D MtkAudioBitConverter: +close()
01-05 17:54:46.012   474   754 D MtkAudioBitConverter: -close()
01-05 17:54:46.012   474   754 D MtkAudioBitConverter: +~MtkAudioBitConverter()
01-05 17:54:46.012   474   754 D MtkAudioBitConverter: -~MtkAudioBitConverter()
01-05 17:54:46.012   474   754 D AudioALSAHardwareResourceManager: EnableAudBufClk(), bEanble = 0, mStartOutputDevicesCount 0
01-05 17:54:46.020   474   754 D AudioALSAPlaybackHandlerFast: -close()
01-05 17:54:46.020   474   754 D AudioALSAStreamManager: +destroyPlaybackHandler(), mode = 0, pPlaybackHandler = 0xe84be600
01-05 17:54:46.020   474   754 D AudioALSAPlaybackHandlerFast: ~AudioALSAPlaybackHandlerFast()
01-05 17:54:46.020   474   754 D AudioALSAPlaybackHandlerBase: ~AudioALSAPlaybackHandlerBase()
01-05 17:54:46.020   474   754 D AudioALSAStreamManager: -destroyPlaybackHandler(), mPlaybackHandlerVector.size() = 0
01-05 17:54:46.020   474   754 E         : Audio_PerfServiceNative_userDisable == NULL
01-05 17:54:46.020   474   754 D AudioALSAStreamOut: -close()
01-05 17:54:46.020   474   754 D AudioALSAStreamOut: -standby()
01-05 17:54:46.021  1014  1487 D PowerManagerNotifier: onWakeLockReleased: flags=1, tag="AudioMix", packageName=audioserver, ownerUid=1041, ownerPid=0, workSource=null
01-05 17:54:46.021   474   754 D AudioFlinger_Threads: thread 0xe799f540 type 0 TID 754 going to sleep
01-05 17:54:46.238   273   273 I wmt_launcher: fw log ctrl flag has been set
01-05 17:54:46.238   273   273 I wmt_launcher: fw dynamic ctrl flag has been set
01-05 17:54:46.367  1014  1104 D PowerManagerNotifier: onUserActivity: event=0, uid=1000
01-05 17:54:46.872  1014  1104 D PowerManagerNotifier: onUserActivity: event=0, uid=1000
01-05 17:54:46.936   280   302 I BufferQueueProducer: [com.android.systemui/com.android.systemui.recents.RecentsActivity](this:0x7ceb07b800,id:17,api:1,p:1166,c:280) queueBuffer: fps=6.88 dur=3926.54 max=3440.90 min=3.24
01-05 17:54:46.942  1014  1140 I libPerfService: 7: set freq: 819000
01-05 17:54:46.942  1014  1140 I libPerfService: 7: set: 3
01-05 17:54:46.959   280   280 I DisplayDevice: [Built-in Screen (type:0)] fps:10.230485,dur:4203.12,max:3431.09,min:10.81
01-05 17:54:47.066  1014  1105 D InputReader: AP_PROF:AppLaunch_dispatchPtr:Down:48897, ID:0, Index:-1335164992
01-05 17:54:47.066  1014  1105 I PerfService: PerfServiceNative_boostEnableAsync:6
01-05 17:54:47.068  1014  1104 D PowerManagerNotifier: onUserActivity: event=2, uid=1000
01-05 17:54:47.073  1014  1191 D AppOps  : startOperation: allowing code 3 uid 1000 package android
01-05 17:54:47.073  1014  1191 D PowerManagerNotifier: onWakeLockAcquired: flags=1, tag="*vibrator*", packageName=android, ownerUid=1000, ownerPid=1014, workSource=WorkSource{1000}
01-05 17:54:47.074  1014  1104 D PowerManagerNotifier: onUserActivity: event=1, uid=1000
01-05 17:54:47.074  1014  1104 D lights  : write_int open fd=-1
01-05 17:54:47.083   280   302 I BufferQueueProducer: [NavigationBar](this:0x7ceb162000,id:11,api:1,p:1166,c:280) queueBuffer: fps=4.84 dur=4343.02 max=3697.50 min=8.93
01-05 17:54:47.135  1014  2187 D PowerManagerNotifier: onWakeLockReleased: flags=1, tag="*vibrator*", packageName=android, ownerUid=1000, ownerPid=1014, workSource=WorkSource{1000}
01-05 17:54:47.157  1014  1105 D InputReader: AP_PROF:AppLaunch_dispatchPtr:Up:48987, ID:0, Index:-1335161600
01-05 17:54:47.157  1014  1105 I PerfService: PerfServiceNative_boostEnableTimeoutMsAsync:6, 100
01-05 17:54:47.162  1014  1734 D PowerManagerNotifier: onUserActivity: event=0, uid=1000
01-05 17:54:47.166   474   474 V AudioPolicyIntefaceImpl: getOutput()
01-05 17:54:47.166   474   474 V APM_AudioPolicyManager: getOutput() device 2, stream 1, samplingRate 0, format 0, channelMask 3, flags 0
